ADR0, 9.52, 24.71, 270.00, , SJ
ADR1, 12.16, 24.72, 270.00, , SJ
ADR2, 14.86, 24.72, 270.00, , SJ
ADR3, 24.62, 24.71, 270.00, , SJ
ADR4, 27.34, 24.79, 270.00, , SJ
ADR5, 30.00, 24.75, 270.00, , SJ
